sound,label
[ -7 -11 -11 ...   5  -2  -7],6
[-256 -512 -256 ... -256 -256 -512],9
[-256    0    0 ... -512 -256 -256],3
[-7 -4 -7 ... -5 -6 -5],7
[ -2 -21  13 ...   0   1  14],4
[-256 -256 -256 ...    0    0 -256],1
[-2737  5524   684 ...   -97   -45    -1],6
[   0 -512    0 ... -256    0    0],7
[-314 -303 -332 ... -355 -343 -322],0
[-29 -38   6 ...  23   4 -10],4
[-302 -317 -327 ... -405 -382 -336],1
[-20   3 -12 ... -37 -29 -31],7
[ 1  6 13 ... 10 11  1],1
[-185  108   19 ...   76  151  161],6
[-12  -5  -4 ...   6   6  -9],7
[-37  35 -44 ... -15 -36   9],6
[-403   64 -300 ... -373 -236 -178],5
[ 256    0 -256 ... -512 -256 -512],6
[ 32 -22  -8 ... -28 -55 -49],2
[116  -1 -49 ...  18  19 -34],4
[ 311  385  325 ... -268 -414 -352],4
[ 3  4  5 ...  4 -1  2],9
[-45 -45 -46 ...  19  23  35],9
[  22  -39   21 ... -120   -8   83],4
[-170   42 -103 ... -137 -122 -153],6
[-1 -4 -1 ...  3 -2 12],1
[ 153  170  168 ...   19 -221 -322],1
[ 170   47   99 ...  -50 -109 -162],6
[-256 -512 -256 ... -256    0 -256],9
[-91 -78 -65 ...  80 131 147],1
[-341 -348 -313 ...   77 -203 -333],4
[-256    0 -256 ... -512 -256 -512],0
[-83  20 102 ...  56  47  73],5
[-329 -327 -369 ... -465 -412 -354],9
[ 35  47  67 ... -29 -37 -56],9
[ -8  -9 -14 ...   7  12  14],7
[-333  304 -130 ... -125  -64 -329],5
[-16 -10   6 ...   0  -6  -8],5
[18 23  4 ... -3 -2 -8],2
[ 30 -12 -82 ... 100  21 -39],5
[-365 -460 -444 ...  341  258  301],9
[  5 -12  -2 ...   2  12  10],3
[10 12 26 ...  2 21 11],1
[ 24 -19 -42 ...  -2  16   3],3
[-499  347 -547 ... -262 -270 -304],2
[-422 -610 -783 ... -288 -275 -303],4
[-422  160  276 ...  135   57  369],8
[ 19  30  -4 ...  33 -25  30],6
[   0 -512 -256 ...    0  256    0],0
[ 0 -1 -4 ...  3  2  3],0
[323   2 280 ... 110 118  90],3
[-573  199 -159 ...  285  320  311],2
[-6 -8 -5 ...  7  6  3],9
[-9 -4 -1 ...  0 16  1],2
[-11  10  -1 ...  -7   1  -2],5
[-61  25 -39 ... -12 -64 -53],0
[-256 -256 -256 ... -256 -256 -256],8
[160  21 -11 ... -26  64  -5],6
[-256    0 -768 ... -512 -256 -256],8
[  55  -49   43 ... -122 -103 -158],3
[-7 -7  1 ...  7 10 15],9
[-2  0 -5 ...  1 -3 -2],9
[-13 -11   1 ...  11  12  27],1
[-1317   381  -668 ...   352   335   312],2
[ -460  -954 -1400 ...  -252  -299  -343],5
[  0   0 -14 ... -12  -8 -13],5
[ -3  12 -10 ...  -8  -1  -7],2
[-365 -538 -707 ...  209  317  358],4
[  5   5   1 ... -20   0   6],6
[-3127  2956  -433 ...   494   423  -262],8
[-256 -256 -768 ...    0 -256    0],8
[   0    0    0 ... -256 -256 -512],1
[ 17  -9 -16 ...  22  29   5],4
[ 14   0  16 ... -10   3  -8],6
[-18  -8   4 ...  10  -1 -26],8
[-256  256 -512 ... -256    0 -256],3
[  7   7  -4 ...  -9  -6 -15],3
[12  6 -1 ...  1  2 -9],6
[ 307 -238  265 ... -414 -330 -358],7
[-256 -256    0 ... -512 -256 -512],7
[-61  17 -89 ...  52  62  36],7
[303 355 394 ... 395 364 318],9
[301 276 214 ... 342 302 301],7
[   0 -512 -768 ... -512 -256 -256],5
[ 4  3  0 ... 10  7 -1],0
[  1   0 -30 ... -10 -20 -23],0
[-336  160   65 ... -315 -343 -319],0
[  3  14 -37 ... -18  20   1],6
[-309  335 -281 ...  164  206  316],7
[-6 -4  6 ...  9 16 14],7
[ -178   138 -1522 ...  -100     5   154],8
[303 348 354 ... 135 186 302],0
[-2 -3  5 ...  1 20 28],5
[  0 -12  -8 ...  15   0   1],0
[-256 -256    0 ... -256    0 -256],6
[  3 -26 -18 ...   5  -2  -8],7
[   0    0 -256 ...    0  256  256],7
[ -9 -28  28 ...  13  -5  -9],5
[   0    0 -256 ... -512 -256 -512],2
[  4  39 -15 ...   8  12  23],3
[-19 -39 -21 ... -63  49 108],2
[ -7 -15 -16 ...  45  15 -10],9
[-304 -248 -335 ... -344 -334 -317],7
[-659  170 -351 ...  371  326  335],3
[-188 -107   57 ...  -82 -100 -156],9
[2940  122 2582 ... -354 -465 -478],8
[   0 -256    0 ... -256 -512 -256],2
[-13  -5 -10 ...  12   7  -4],9
[ -1  -1  -2 ...   4  -6 -11],3
[-173  -25 -301 ... -438 -488 -618],7
[-16  -6 -16 ...   1   7   8],9
[ 157 -197  -45 ...   17   21  209],5
[10  9  0 ... 11  6 11],0
[-256 -256 -512 ...  256  256 -256],7
[-196  172 -108 ...  113  114  166],6
[1241 2472 1881 ...  -27  -71  -86],1
[-512 -256 -512 ...    0 -256    0],3
[  0 -10 -27 ... -38 -26  -7],6
[  3  -3   2 ...  -2 -11 -17],8
[-312 -348 -367 ...  383  356  328],1
[ -6  11  -5 ... -10 -13  -8],6
[ 355  456  550 ... -252 -296 -324],9
[  1  -4  -1 ... -19  -7   5],8
[-256 -256 -256 ...    0 -256    0],3
[22 31  7 ... 19 30  3],4
[   0    0  256 ... -256    0    0],1
[ 1  8  1 ... -8  1  4],6
[30 12  4 ... -1 14  3],7
[-256    0 -256 ... -256 -512 -256],7
[39 32 29 ... 25 30 27],1
[ 0  1 -1 ... 18  5  7],2
[  71   55 -132 ...   93   80   51],7
[-4  0  6 ... 17  8 17],3
[  0   0   0 ... 256   0 256],0
[   0    0    0 ... -256 -512 -256],2
[-5 -5 -7 ...  6  9  6],1
[ 370  446  509 ... -363 -342 -315],9
[-720  221   95 ...  353  394  333],3
[ 768  768  512 ... -256 -512 -256],4
[-722 -975 -901 ...   -2  -33 -315],8
[-256 -512    0 ... -256  256 -256],6
[ -4 -12  11 ...   5   5  -3],5
[-14  12  21 ...  27  25  16],1
[ -8  12  -3 ... -19 -17  19],6
[ 256  256  512 ... -256 -512 -256],2
[  45   12   39 ...  -81 -135 -105],5
[-15 -18 -13 ...  31  32  27],9
[ 22  -4  10 ... -49 -43 -49],0
[-161  178   -1 ...  -80 -112 -100],7
[ -1   5   5 ...  -2  -5 -12],3
[  1   7 -12 ...  -4  -7   5],5
[ 12  -4  -4 ...  11   5 -14],4
[  18   55 -112 ...  124   64    4],8
[ -8   8 -14 ...   8  16  13],7
[  2 -10  10 ... -11   8 -10],4
[ 2 18 10 ... 12 16 16],5
[   0 -256    0 ... -512 -256 -512],5
[-256 -512 -256 ...    0 -256    0],9
[1373 1450  959 ... -162  -73 -112],9
[  9  20  26 ...  -9  -1 -11],0
[-2 12  1 ...  3 -3  3],7
[-31  36 -39 ...  41  49  28],7
[-13 -35 -22 ...   4  25  11],8
[-22 -13 -11 ...  40  27 -21],1
[   3  -41   13 ... -196 -198 -183],2
[-17   9 -11 ...  13  -2  -5],6
[ 4 -4 -3 ... -4  9 -4],3
[-10  -9 -11 ... -11  -7  -8],3
[-11  -4  -9 ...  -5  -9  -9],3
[ 0  2  2 ... -6 -4 -2],7
[ -80 -107 -118 ...  -39  -16  -10],8
[ 7  0  8 ... 14 10 11],1
[  2   1 -12 ...  -2   0  12],7
[-87  92 -32 ...  63 -67 -21],6
[-5  0 -8 ... 34 49 32],8
[ 308 -310  319 ...  363  353  321],7
[-571  499  -30 ... -208 -290 -310],3
[-417  152  168 ...  312  316  309],0
[-2 -1  1 ... -3 -2 -3],2
[184 222 260 ...  75 103 151],9
[ -8  67 -51 ...  42  44 -38],6
[-18 -15 -23 ...  -4  -1   0],9
[  4  -2  -3 ...   7  -9 -16],8
[  0  -3   1 ...  -8 -22 -12],1
[ 4  8  1 ...  3 -2  4],7
[ 1280   256 -1024 ...  -256  -512     0],4
[-15 -26 -28 ...  18   6  13],9
[  6 -29   7 ...  33 -30 -77],4
[ -71  103 -212 ... -202 -259 -276],7
[  1  -3   3 ... -45 -74 -92],8
[ 9  5 11 ...  2  4  1],9
[ 6  6  3 ...  4 -2 -2],1
[-27 -34 -27 ... -22 -27   5],6
[-35  25 -57 ...  18  12 -40],6
[  0   9   4 ... -16 -18  -7],0
[-35 -23   6 ...   9   0  16],5
[-256 -256 -256 ... -512 -256 -256],9
[-346 5765 3252 ...   -5  -29  -35],9
[  373 -1558   778 ...   301   328   312],2
[ -15   57   16 ... -137 -117 -107],2
[ 11   0   6 ... -32  12   0],8
[-15  -1  -8 ...  22  14  22],2
[-1132  -202   101 ...  -291  -315  -301],2
[-549  155 -178 ...  222  249  312],5
[-480  412 -236 ... -292 -313 -304],7
[-11 102  11 ... 145 115 100],7
[ 19 -15  -6 ...   5  11   2],3
[ -2  -2  -4 ... -13  -4   2],0
[-8235 -5623 -1714 ...   115   144    68],1
[ -17  120 -138 ...   62   28  -49],6
[-23 -15 -10 ...   6  21  30],1
[155 180 226 ...  78 155 180],9
[  1  -3   5 ...   0 -14  -1],8
[-312 -273 -194 ... -227 -273 -306],7
[  7   2 -11 ...  -7  -3  -4],7
[ 25  90 -22 ... 140 128  65],5
[-14  -8 -14 ...  17  14  16],0
[-913   69 -225 ... -283 -320 -303],3
[ 331  404  490 ... -297 -307 -318],0
[ -7  -6   7 ... -20 -10 -11],6
[ -1   0 -14 ...  -4  -4   4],1
[-1280 -1536 -1536 ...  -256  -256  -256],4
[  7   6   6 ... -25 -14 -15],4
[-370 -556 -570 ... -373 -348 -307],7
[-4 -5 -7 ...  0 -3  2],3
[  84  -32 -190 ...  -66  -48  -66],7
[  5  76 102 ... 176 157 123],4
[  0 -12  -4 ...   4  -3   3],6
[ 102 -112 -314 ... -152 -176 -146],5
[-12 -14  60 ... -19  18 102],8
[27 14 34 ... -8 -6  4],2
[-256    0 -256 ... -256 -256 -256],6
[ 22  22  35 ... -53 -30   2],0
[  0 -10  -6 ...  25  18  12],3
[-331 -377 -422 ... -317 -310 -300],1
[   0    0 -256 ... -512 -512 -768],2
[ -50  -19    2 ... -126 -128 -133],2
[ 330  382  389 ... -410 -400 -385],0
[ -4  18  22 ...   0 -18 -20],6
[-11  36 -28 ... -21 -11 -17],7
[ 720  690  607 ...  -86  -85 -172],1
[ 362  360  356 ... -168  -56  318],8
[4 5 5 ... 3 1 3],0
[ -51   73  109 ...   15   -8 -248],5
[-256 -512 -256 ... -512 -256 -512],9
[-19 -21  -4 ...  24 -17  -6],5
[-6 -9 -4 ...  8 -5 -7],4
[ 322  395  470 ... -344 -343 -319],0
[-567   59 -255 ... -261 -268 -302],2
[-373  -88 -258 ... -111 -193  320],8
[ 3  6  9 ... -3  5 -2],1
[-512 -512 -512 ... -256    0    0],3
[-256    0    0 ... -256 -512 -256],3
[-3  3 14 ... -1 -7  1],5
[-23 -11   0 ...  -4  -8   1],4
[-1  2 -4 ... -2 -5 -7],7
[-187 -220 -193 ...   83   78  159],6
[ 0 -1 -5 ...  2 16  8],0
[ 37 -19  18 ...  13  18   5],8
[ -7 -13 -14 ... -18 -20 -15],3
[-15  -9 -12 ... -20 -19 -13],4
[-1024 -1536 -1792 ...     0  -256  -256],5
[-49  25 -27 ... -11   0   9],8
[ 309  292  309 ... -289 -297 -315],5
[ -47 -112    5 ...   76   20  -64],7
[ 353 -439  375 ...  234  305  327],7
[ -1  -8  -5 ...  16   9 -59],6
[ -7 -17  -2 ...  -5   4  16],0
[-2  0 -1 ... -9  0 -5],2
[ -7  -1  21 ... -38  20  -9],6
[-23 -18 -17 ...  38 -12 -15],9
[   0 -256    0 ...    0 -256 -256],1
[2258 2848 4274 ...   16   58  144],0
[   1  397  149 ... -192 -182 -192],3
[ 164  -80   70 ...  -92 -111 -154],6
[2304 2560 3328 ...  256    0  256],4
[-6  2 -7 ... -4  4  5],8
[ 768  768  512 ...    0 -256    0],4
[ 217 -184   89 ... -368 -387 -356],4
[  2  13 -11 ... -17 -19 -21],1
[ 102 -148   -4 ...  -35 -127 -123],3
[ 13   2  16 ... 147 135 108],2
[ -11 -183 -235 ...   92   62   83],3
[ 21  19 -41 ...  -5 -26 -12],4
[ 341  369  398 ... -315 -328 -330],1
[-256 -512 -512 ...    0    0    0],8
[ 20   3   9 ... -12  -5  -1],4
[ 27 -13 -79 ...  12   7  20],5
[ 9  7 -6 ... 10 -6  1],6
[-324 -332 -376 ... -308 -372 -315],1
[-302 -263 -245 ...  350  379  305],9
[-184 -538 -604 ... -180 -175 -125],9
[-256  256 -256 ... -256 -256 -256],6
[ 0 16 11 ... -2  0 -1],4
[ 7  1 -2 ...  4  0  6],4
[-486 -589 -659 ...  291 -399  309],8
[-350 -391 -371 ... -454 -416 -358],0
[ 27  26  20 ... -38 -25 -35],9
[0 0 0 ... 0 0 0],4
[1536 2048 2304 ... -256 -512 -256],4
[   0 -256 -512 ... -256 -256 -256],8
[-325 -324 -245 ...  286  305  303],5
[ 256  256  256 ... -256 -512 -256],2
[-2  0 -5 ...  5  3  2],0
[ -6   7   1 ...  -8 -10 -10],5
[ 7 20 30 ... 18 24 18],0
[135 122  27 ... -66  -2  96],9
[ 441 -902  -95 ... -335 -326 -315],2
[-27  -4  15 ... -10 -15 -28],5
[ -2  11 -16 ...  12  -9   2],6
[  5   3   6 ... -23 -24 -21],3
[  3  -8   5 ...  -3   2 -11],4
[81 48 88 ... -3 31 51],0
[ -1  -3   2 ... -27 -31 -18],8
[-463 -403 -406 ...   42   98 -307],8
[-13  -8 -14 ...   0   0  -2],9
[  5 -11   3 ... -32 -19 -13],0
[ 158  195  222 ... -110 -120 -152],9
[-308 -351 -379 ... -313 -268 -304],9
[ 0  7  2 ... 13 18 -4],6
[  5  -4 -13 ...  22  20   8],7
[  1  -6   5 ... -11 -10   4],4
[  2  -5   1 ... -11  -4  -2],8
[-392 -454 -500 ... -289 -274 -301],1
[-21 -50  42 ... -51  45  45],8
[ 0 -5  3 ...  1 10  2],0
[-31  21 -23 ... -34   6  18],6
[-82 -87 -59 ...   3  43 112],0
[-307 -328 -364 ...  425  464  312],9
[   0 -256 -256 ... -256 -512 -256],4
[-6  2 -7 ...  4  6  7],0
[-12   1   2 ...   2  15  19],3
[-256 -256 -512 ... -512 -256 -512],4
[-256 -256 -512 ... -256 -256 -256],8
[  4   1   2 ... -16  -7  -9],7
[-392  381 -225 ... -334 -330 -325],3
[-144  209 -171 ...   71  -63  -13],6
[-306 -417 -447 ... -330 -379 -322],5
[  0 -13   8 ...  37  26  27],8
[-6 -3  0 ... 11  5 10],7
[ -512  -768 -1024 ...  -512  -256  -512],2
[ -2  -1   0 ... -40 -29 -25],7
[ 31 -22   1 ... -20  63 -33],6
[ 4 -1 -5 ... 23 -1 19],8
[ 9  3  9 ... -6 -2 17],2
[-256    0 -256 ... -256 -512 -256],3
[   0 -256    0 ...    0 -512 -256],5
[ 14  14  11 ... -10 -12   9],0
[-11  -7 -10 ... -16  -9 -12],9
[ 2 -5 -5 ... 11 -1  1],7
[ 1  1  0 ... 10 -6 -9],8
[   0    0  256 ... -512 -256 -256],4
[   0    0 -256 ... -512 -512 -768],1
[    0  -256     0 ...  -768 -1280 -1024],7
[-7 -7 -8 ... 11 18 14],3
[  2   3   3 ... -27 -27 -19],1
[ -1   5 -12 ... -16 -10 -22],9
[-512 -256 -256 ... -256 -256 -512],0
[ 21  -1 -16 ...  11  19  10],3
[-8 -1  6 ...  8  5  3],2
[-256 -512 -256 ... -512 -256 -512],9
[ 1 11 -6 ... 10  2  2],5
[ 0 -2  4 ... -4 -2 22],8
[ -3   0  -6 ... -16  -4 -12],3
[  2   6  -4 ...  -6  -2 -10],4
[ -1  34 -27 ... -65  31 -26],6
[-256 -256 -256 ...    0 -256    0],2
[ 768  768 1024 ... -512 -256 -256],4
[312 309 352 ... 465 458 348],9
[-7645 -6938 -5874 ...  -114   -58   -57],1
[  1   4  -2 ... -32  21 -22],8
[  -9  -12  -11 ... -114 -103  -90],9
[-256 -256    0 ... -256 -256 -256],4
[  7  -1   6 ... -29 -56   7],8
[1274 1228 1457 ...  -28  165  268],0
[-354  383 -238 ... -373 -322 -313],7
[  48 -148 -142 ...   95   -1  -58],8
[   0 -256    0 ... -512 -256 -512],2
[ -5   3  -2 ...   4 -11  -2],8
[-14 -23 -38 ...   3   2 -10],0
[-14 -11 -20 ...   5   9  11],2
[ -7 -10 -23 ...   6  13  11],3
[   0  256  256 ... -256    0    0],0
[-415 -210  114 ...  290  365  322],8
[10  1  9 ... -5 -7 -7],7
[-2644   128 -1324 ...   -90   -82   -34],8
[   0    0    0 ... -256 -512    0],1
[1981 1122 2134 ... -293 -251 -254],0
[ 1  2  3 ... 42 50 24],3
[-12  -6 -19 ...  10   3  12],3
[ 5  4 13 ... 17 18 18],8
[-430   -2   36 ... -169 -274 -313],5
[  92   48  -37 ...    2 -118  -85],4
[ 12 -16   8 ... -29 -21 -17],3
[-99 255 -53 ... -51 -69 -95],5
[-81  65 -48 ... -49  15   9],4
[-40 -37 -30 ...  -3  -1  -7],1
[-31  13  -1 ... 137 176 203],2
[-19 -41  -5 ...  55 104 116],8
[  72  158    0 ...   -7  -83 -129],0
[-16 -13 -12 ... -35 -30 -17],4
